GAT(
  (gat_layers): ModuleList(
    (0): GATConv(
      (fc): Linear(in_features=3703, out_features=256, bias=False)
      (feat_drop): Dropout(p=0.6, inplace=False)
      (attn_drop): Dropout(p=0.6, inplace=False)
      (leaky_relu): LeakyReLU(negative_slope=0.2)
    )
    (1): GATConv(
      (fc): Linear(in_features=256, out_features=256, bias=False)
      (feat_drop): Dropout(p=0.6, inplace=False)
      (attn_drop): Dropout(p=0.6, inplace=False)
      (leaky_relu): LeakyReLU(negative_slope=0.2)
    )
    (2): GATConv(
      (fc): Linear(in_features=256, out_features=6, bias=False)
      (feat_drop): Dropout(p=0.6, inplace=False)
      (attn_drop): Dropout(p=0.6, inplace=False)
      (leaky_relu): LeakyReLU(negative_slope=0.2)
    )
  )
)
Epoch 00052 | Time(s) 3.7372 | Loss 0.5105 | TrainAcc 0.7667 | ValAcc 0.6480 | f1-score 0.4880 |ETputs(KTEPS) 3.33| GPU : 0.0 MB 
Epoch 00053 | Time(s) 3.7341 | Loss 0.4877 | TrainAcc 0.8583 | ValAcc 0.6500 | f1-score 0.4940 |ETputs(KTEPS) 3.33| GPU : 0.0 MB 
Epoch 00054 | Time(s) 3.7219 | Loss 0.5366 | TrainAcc 0.7917 | ValAcc 0.6520 | f1-score 0.4780 |ETputs(KTEPS) 3.34| GPU : 0.0 MB 
Epoch 00055 | Time(s) 3.7309 | Loss 0.4522 | TrainAcc 0.8250 | ValAcc 0.6560 | f1-score 0.5200 |ETputs(KTEPS) 3.33| GPU : 0.0 MB 
Epoch 00056 | Time(s) 3.7282 | Loss 0.5671 | TrainAcc 0.8083 | ValAcc 0.6560 | f1-score 0.4900 |ETputs(KTEPS) 3.33| GPU : 0.0 MB 
Epoch 00057 | Time(s) 3.7276 | Loss 0.5199 | TrainAcc 0.8000 | ValAcc 0.6540 | f1-score 0.4960 |ETputs(KTEPS) 3.33| GPU : 0.0 MB 
Epoch 00058 | Time(s) 3.7257 | Loss 0.5045 | TrainAcc 0.7833 | ValAcc 0.6580 | f1-score 0.5020 |ETputs(KTEPS) 3.34| GPU : 0.0 MB 
Epoch 00059 | Time(s) 3.7232 | Loss 0.5309 | TrainAcc 0.7750 | ValAcc 0.6600 | f1-score 0.4960 |ETputs(KTEPS) 3.34| GPU : 0.0 MB 
Epoch 00060 | Time(s) 3.7205 | Loss 0.5259 | TrainAcc 0.7917 | ValAcc 0.6620 | f1-score 0.5260 |ETputs(KTEPS) 3.34| GPU : 0.0 MB 
Epoch 00061 | Time(s) 3.7257 | Loss 0.5340 | TrainAcc 0.8250 | ValAcc 0.6640 | f1-score 0.4840 |ETputs(KTEPS) 3.34| GPU : 0.0 MB 
Epoch 00062 | Time(s) 3.7258 | Loss 0.5592 | TrainAcc 0.7833 | ValAcc 0.6600 | f1-score 0.4720 |ETputs(KTEPS) 3.34| GPU : 0.0 MB 
Epoch 00063 | Time(s) 3.7275 | Loss 0.4905 | TrainAcc 0.8167 | ValAcc 0.6640 | f1-score 0.4920 |ETputs(KTEPS) 3.33| GPU : 0.0 MB 
Epoch 00064 | Time(s) 3.7274 | Loss 0.6520 | TrainAcc 0.7333 | ValAcc 0.6660 | f1-score 0.5000 |ETputs(KTEPS) 3.34| GPU : 0.0 MB 
Epoch 00065 | Time(s) 3.7249 | Loss 0.6005 | TrainAcc 0.7583 | ValAcc 0.6680 | f1-score 0.4920 |ETputs(KTEPS) 3.34| GPU : 0.0 MB 
Epoch 00066 | Time(s) 3.7227 | Loss 0.5029 | TrainAcc 0.7917 | ValAcc 0.6640 | f1-score 0.4960 |ETputs(KTEPS) 3.34| GPU : 0.0 MB 
